Precip(m3)	SWE(m3)	BCSurf(m3)	BCGW(m3)	Canopy(m3)	Surface(m3)	Channel(m3)	SoilW(m3)	SoilL1(m3)	SoilL2(m3)	SoilL3(m3)	RZW(m3)	GW(m3)	ET(m3)	EvapS(m3)	EvapC(m3)	EvapI(m3)	EvapT(m3)	Leakage(m3)	SrfOut(m3)	GWOut(m3)	SrftoCh	GWtoCh	Rchrge	SatExt	MBErr	2H_MBE
117630	0	133883	0	5984.84	0	1664.26	1.91541e+06	60006.4	240894	1.20013e+06	260064	414379	19919.2	12998.6	2432.24	6178.65	741.925	0	130191	288.967	0.00577183	405.218	156433	0	2.80399e-13	8.55121
143919	0	136356	0	8379.36	0	1915.45	1.93897e+06	60077.7	241380	1.20013e+06	260539	437388	20226	13237	2477.48	6244.57	744.452	0	132382	296.583	0.00577183	418.795	179634	0	2.54442e-13	9.59334
152876	0	139360	0	8938.97	0	2161.72	1.94673e+06	60156.1	241714	1.20013e+06	260895	444735	20823.3	13618.2	2548.04	6454.23	750.901	0	135103	304.334	19.3524	432.765	187212	0.00179856	2.64004e-13	10.0046
154322	4.33681e-15	142590	0	8961.6	0	2319.12	1.94774e+06	60195	241917	1.20013e+06	261103	445500	21194.6	13854.2	2593.98	6572.34	768.146	0	138166	312.148	42.0824	446.87	188230	0.00359712	2.52446e-13	9.92351
160972	6.28837e-14	146051	0	9477.3	0	2443.32	1.9535e+06	60207.6	242270	1.20013e+06	261408	450892	21473.4	14089.6	2634.1	6615.63	768.146	0	141552	320.077	117.545	461.274	193885	0.00539568	2.40325e-13	10.0736
163863	2.87314e-14	149680	0	9721.2	0	2532.24	1.95586e+06	60207.6	242558	1.20013e+06	261648	452964	21667.4	14264.8	2664.95	6634.37	768.146	0	145146	328.083	187.655	475.855	196248	0.00539568	2.72263e-13	10.1575
163863	6.53018e-17	153414	0	9715.81	0	2578.38	1.95557e+06	59997.5	242783	1.20013e+06	261624	452660	21884.3	14481.8	2699.38	6634.37	768.146	0	148870	336.141	243.339	490.521	196248	0.00539568	1.95688e-13	10.1423
166465	6.09864e-15	157500	0	9388.26	0	2702.56	1.95767e+06	60209.4	243086	1.20013e+06	262088	454247	22620.3	14645.9	2738.97	7193.78	780.53	0	152876	344.244	311.781	505.338	198147	0.00539568	2.27592e-13	10.1782
173109	0	162314	0	9800.66	0	2943.15	1.96327e+06	60235.6	243555	1.20013e+06	262504	459352	23139.6	14952.6	2799.84	7396.33	790.683	0	157492	352.346	400.225	520.423	203601	0.00539568	2.37164e-13	10.5951
173109	0	167413	0	9800.65	0	3093.66	1.96299e+06	60051.3	243815	1.20013e+06	262535	458996	23340.5	15152.8	2836.74	7396.33	791.452	0	162475	360.449	456.818	535.578	203601	0.00539568	1.61322e-13	10.5453
178890	4.44523e-14	172795	0	10301.4	0	3220.17	1.96802e+06	60318.9	244256	1.20013e+06	263169	463322	23476	15288.2	2862.82	7396.33	791.452	0	167806	368.552	543.617	550.953	208292	0.00719424	2.24693e-13	10.6497
178890	0	178221	0	10271.3	0	3234.02	1.96764e+06	60075.1	244496	1.20013e+06	263124	462945	23792.9	15575	2908.15	7426.41	791.452	0	173260	376.654	614.888	566.394	208292	0.00719424	1.81442e-13	10.5804
178890	3.82738e-17	183518	0	9652	0	3141.1	1.96691e+06	59499.3	244723	1.20013e+06	262737	462563	25051.1	16187.6	3007.92	8039.47	824.027	0	178633	384.757	682.769	581.896	208292	0.00719424	1.17119e-13	10.5466
196514	0	188026	0	11105.2	0	2968.18	1.98245e+06	60511	245652	1.20013e+06	264520	476159	25404.1	16424.3	3050.95	8153.07	826.781	0	183544	392.86	939.388	597.9	222302	0.0125899	2.1081e-13	11.6284
198249	1.61275e-14	191995	0	11271.7	0	2761.64	1.98371e+06	60551.4	245947	1.20013e+06	264806	477087	25541.8	16562	3074.89	8153.07	826.781	0	187854	400.962	1081.71	614.006	223645	0.0125899	2.31294e-13	11.4484
198249	0	195410	0	10822.2	0	2459.8	1.98302e+06	60053.7	246167	1.20013e+06	264491	476673	26544.4	17098.6	3171.16	8602.59	843.27	0	191606	409.065	1196.33	630.171	223645	0.0125899	1.04972e-13	11.2975
201140	1.01644e-14	198198	0	11113.5	0	2259.75	1.98531e+06	60679.4	246446	1.20013e+06	265349	478053	26669.5	17222.5	3196.36	8602.59	844.348	0	194751	417.168	1362.1	646.454	225448	0.0143885	1.98937e-13	11.4038
209233	3.68629e-14	200608	0	11724.1	0	2078.25	1.9922e+06	60817.8	246950	1.20013e+06	265906	484301	26976.8	17425.8	3244.65	8705.12	845.799	0	197570	425.27	1621.37	663	232162	0.0179856	1.98002e-13	11.6075
213856	0	203342	0	12071.3	0	2170.94	1.99591e+06	60926.4	247373	1.20013e+06	266365	487478	27274.2	17625.5	3280.35	8771.68	877.02	0	200438	433.373	1866.7	679.693	235832	0.0179856	2.07739e-13	11.8325
219345	1.56701e-15	206510	0	11261.7	0	2295.5	1.99992e+06	61029.7	247780	1.20013e+06	266806	490984	29229.6	18214.4	3392	10040.2	974.983	0	203687	441.476	2168.45	696.54	239838	0.0233813	2.06939e-13	12.026
219634	0	210143	0	10791.1	0	2421.53	1.9991e+06	60524.9	247963	1.20013e+06	266454	490485	30596.7	19026.7	3538.43	10559.7	1010.28	0	207254	449.578	2357.38	713.426	239838	0.0233813	1.0329e-13	12.2475
219634	0	213799	0	10652.2	0	2499.63	1.9982e+06	59934.8	248159	1.20013e+06	266026	489981	31410	19701.1	3639.72	10698.6	1010.28	0	210946	457.681	2556.46	730.352	239838	0.0251799	8.2498e-14	12.4593
219634	0	217376	0	8298.11	0	2192.61	1.99609e+06	58197.7	248302	1.20013e+06	264408	489463	35706.5	21481.7	4022.75	13052.7	1172.16	0	214608	465.784	2699.73	747.316	239838	0.0251799	1.02959e-13	12.7701
219634	0	220936	0	7755.15	0	2341.95	1.99469e+06	57214	248418	1.20013e+06	263521	488935	37430.9	22430.6	4196.47	13595.6	1404.61	0	218052	473.886	2890.08	764.314	239838	0.0269784	9.25178e-14	12.97
219634	0	224068	0	7755.15	0	2342.89	1.99405e+06	56912.5	248598	1.20013e+06	263368	488409	37825.5	22794.9	4261.44	13595.6	1434.96	0	221362	481.989	3117.56	781.342	239838	0.028777	1.12921e-13	13.1102
219634	0	226856	0	7550.19	0	2132	1.99284e+06	56113.8	248720	1.20013e+06	262672	487878	38994.1	23563.1	4409.7	13800.6	1630.47	0	224449	490.092	3336	798.399	239838	0.0323741	9.22766e-14	13.2664
219634	0	229400	0	7496.6	0	2036.87	1.99202e+06	55637.9	248907	1.20013e+06	262351	487344	39615.9	24092.8	4517.19	13854.2	1668.97	0	227228	498.194	3566	815.483	239838	0.0323741	9.21733e-14	13.3777
219634	0	231713	0	7305.96	0	1879.7	1.99105e+06	55034	249077	1.20013e+06	261888	486812	40531.6	24763.6	4670.49	14044.8	1723.18	0	229777	506.297	3781.99	832.592	239840	0.0341727	8.18486e-14	13.5113
219634	0	233954	0	6934.91	0	1691.03	1.98985e+06	54184.6	249259	1.20013e+06	261189	486275	41889.7	25738.1	4944.33	14415.9	1735.76	0	232142	514.4	3973.7	849.725	239848	0.0359712	9.1989e-14	13.6747
219634	0	235966	0	6598.01	0	1576.67	1.98866e+06	53351.3	249441	1.20013e+06	260507	485738	43188.1	26699.6	5201.55	14752.8	1735.76	0	234230	522.502	4175.48	866.883	239854	0.0359712	9.19078e-14	13.8342
219634	0	237805	0	6359.86	0	1541.52	1.98761e+06	52662.2	249616	1.20013e+06	259964	485203	44232.7	27506	5400.66	14990.9	1735.76	0	236141	530.605	4393.27	884.065	239861	0.0359712	1.02038e-13	13.9713
219634	0	239796	0	5965.62	0	1578.97	1.98653e+06	51956.7	249777	1.20013e+06	259392	484669	45465.3	28344.4	5617.29	15385.2	1735.76	0	238108	538.708	4607.05	901.27	239868	0.0377698	7.1364e-14	14.1159
219634	0	241592	0	5257.46	0	1392.07	1.98514e+06	51016.9	249864	1.20013e+06	258524	484134	47350.2	29344.3	5940.69	16093.3	1912.58	0	239971	546.81	4792.8	918.5	239874	0.0377698	7.13079e-14	14.2642
219634	0	243439	0	4668.05	0	1382.66	1.98364e+06	50058.2	249858	1.20013e+06	257561	483593	49234.4	30225.3	6247.57	16682.7	2326.34	0	241723	554.913	4978.24	935.753	239878	0.0395683	8.1429e-14	14.3973
219634	0	245128	0	4476.12	0	1411.61	1.98218e+06	49205	249795	1.20013e+06	256655	483051	50644.8	30892.9	6468.45	16874.7	2877.16	0	243394	563.016	5192.95	953.028	239884	0.0395683	6.10267e-14	14.4984
219634	0	246783	0	4431.04	0	1432.11	1.98111e+06	48608.2	249866	1.20013e+06	256117	482508	51502.3	31475.6	6666.08	16919.7	3106.92	0	245079	571.118	5423.96	970.324	239888	0.0395683	8.13101e-14	14.5909
221369	2.79182e-14	248575	0	4724.28	0	1506.69	1.98183e+06	49705.7	250033	1.20013e+06	257354	481962	51913.4	31886.8	6868.03	16919.7	3106.92	0	246897	579.221	5709.91	987.642	239888	0.0395683	7.1037e-14	14.6576
221369	0	250341	0	4645.27	0	1605.56	1.98121e+06	49468.3	250198	1.20013e+06	257253	481415	52326.7	32221.1	6971.71	16998.8	3106.92	0	248739	587.324	5969.75	1004.98	239888	0.0395683	8.11227e-14	14.7012
221369	0	252039	0	4609.19	0	1538.15	1.98051e+06	49154.5	250357	1.20013e+06	257071	480869	52795.1	32653.3	7133.19	17034.8	3106.92	0	250603	595.426	6212.91	1022.34	239888	0.0413669	7.09299e-14	14.7492
221369	0	253832	0	4435.46	0	1584.81	1.97979e+06	48831.5	250510	1.20013e+06	256875	480325	53398.3	33082.8	7274.67	17208.6	3106.92	0	252485	603.529	6472.67	1039.71	239888	0.0431655	6.07496e-14	14.7974
221369	0	255658	0	4337.83	0	1600.87	1.97889e+06	48411.4	250572	1.20013e+06	256507	479780	54116.5	33486.5	7426.87	17306.2	3323.75	0	254417	611.632	6729.73	1057.11	239888	0.044964	7.08184e-14	14.8365
221369	0	257653	0	4177.3	0	1680.26	1.97775e+06	47851.3	250554	1.20013e+06	255931	479220	55136.8	33909.2	7573.19	17466.7	3760.83	0	256457	619.734	6982.39	1074.52	239888	0.044964	1.01081e-13	14.8846
221369	0	259722	0	4097.57	0	1769.79	1.9768e+06	47416.2	250590	1.20013e+06	255526	478662	55874.1	34268.1	7684.73	17546.5	4059.52	0	258615	627.837	7255.9	1091.95	239888	0.0467626	9.08917e-14	14.926
221369	0	261743	0	3907.17	0	1546.33	1.97469e+06	46252.9	250221	1.20013e+06	254057	478091	57972.2	34942.5	7992.29	17736.9	5292.8	0	260740	635.94	7425.95	1109.39	239888	0.0467626	7.06316e-14	14.9934
221369	0	263997	0	3589.65	0	1426.08	1.97151e+06	44500.3	249376	1.20013e+06	251602	477504	61360.9	35703.8	8436.36	18054.4	7602.78	0	262776	644.042	7514.09	1126.85	239888	0.0413669	6.04823e-14	15.0726
221369	0	266357	0	3589.65	0	1634.07	1.96937e+06	43409.8	248908	1.20013e+06	250124	476926	63290.4	36253.4	8717.9	18054.4	8982.57	0	264845	652.145	7695.55	1144.32	239888	0.0467626	8.05607e-14	15.1312
221369	0	268939	0	3589.65	0	1843.64	1.96762e+06	42558.4	248585	1.20013e+06	249004	476351	64799.4	36723	8936.57	18054.4	10022	0	267231	660.248	7910.06	1161.81	239888	0.0467626	7.0412e-14	15.1875
221369	0	271727	0	3496.31	0	1940.78	1.96609e+06	41839.3	248346	1.20013e+06	248086	475775	66191.8	37174.5	9178.89	18147.7	10869.5	0	269906	668.35	8119.66	1179.3	239888	0.0485612	8.03741e-14	15.243
221369	0	274388	0	3382.72	0	1932.29	1.96463e+06	41174.4	248128	1.20013e+06	247240	475199	67524.7	37606.2	9401.82	18261.3	11657.2	0	272584	676.453	8333.62	1196.81	239888	0.0503597	8.02819e-14	15.3967
221369	0	276997	0	3247.92	0	1937.06	1.96342e+06	40658.8	248008	1.20013e+06	246625	474624	68611.9	37983.1	9601.48	18396.1	12232.7	0	275240	684.556	8566.57	1214.33	239888	0.0503597	8.01917e-14	15.5398
221369	0	279868	0	3238.8	0	2001.02	1.9615e+06	39798.2	247541	1.20013e+06	245377	474034	70316	38367.5	9828.73	18405.2	13543.2	0	278034	692.658	8763.45	1231.86	239888	0.0503597	8.00927e-14	15.6938
227147	1.72117e-14	282793	0	3671.34	0	2091.05	1.96514e+06	44029.6	247522	1.20013e+06	249592	473456	71541.4	38664.4	10065.2	18949.5	13927.5	0	281110	700.761	9223.4	1249.4	239888	0.0521583	6.98198e-14	15.8793
227147	0	285755	0	3520.3	0	2124.18	1.96412e+06	43568.1	247545	1.20013e+06	249150	472875	72439.1	39079.8	10246	19100.5	14258.7	0	284122	708.864	9470.18	1266.94	239888	0.0521583	5.97697e-14	16.044
227147	0	288790	0	3417.68	0	2175.2	1.96275e+06	42961.3	247369	1.20013e+06	248397	472290	73644.9	39444.4	10410.1	19203.1	14997.3	0	287199	716.966	9709.56	1284.49	239888	0.0539568	4.97435e-14	16.1998
227147	0	291825	0	3398.55	0	2179.83	1.96097e+06	42142.8	246996	1.20013e+06	247268	471702	75188.8	39820.8	10579	19222.3	16145.7	0	290308	725.069	9939.59	1302.06	239888	0.0557554	5.96149e-14	16.3559
227147	0	294879	0	3238.65	0	2076.81	1.95919e+06	41308.7	246641	1.20013e+06	246140	471114	76914.6	40292.7	10844.9	19382.2	17239.7	0	293401	733.172	10123.9	1319.63	239888	0.0557554	5.95373e-14	16.5267
227147	0	297909	0	3054.1	0	1897.82	1.95666e+06	40091.6	245924	1.20013e+06	244327	470515	79512.6	40860.8	11233.6	19566.7	19085	0	296333	741.274	10218.1	1337.2	239888	0.0467626	6.93706e-14	16.7091
227147	0	300827	0	2711.16	0	1666.8	1.95442e+06	39053.2	245316	1.20013e+06	242784	469921	82010.5	41440.1	11763.3	19909.6	20660.7	0	299029	749.377	10277.5	1354.79	239888	0.0305755	5.93868e-14	16.8778
227147	0	303709	0	2516.82	0	1722.41	1.95234e+06	38159	244724	1.20013e+06	241398	469329	84160.4	41898.5	12185.3	20104	22157.9	0	301548	757.48	10374.5	1372.38	239888	0.0377698	6.91998e-14	17.0297
227147	0	306669	0	2355.37	0	1703.81	1.94989e+06	37116.2	243918	1.20013e+06	239686	468732	86669.1	42347.7	12664.6	20265.4	24056	0	304138	765.582	10447.4	1389.98	239888	0.0341727	5.92396e-14	17.1833
227147	0	309725	0	2271.45	0	1883.29	1.94778e+06	36286.3	243225	1.20013e+06	238280	468140	88717.4	42696.5	13011.2	20349.4	25671.6	0	306811	773.685	10572.6	1407.58	239888	0.0431655	6.90235e-14	17.3319
227147	0	312856	0	2214.12	0	2095.78	1.94585e+06	35575	242596	1.20013e+06	237047	467551	90498.2	42968	13229.3	20406.7	27123.5	0	309709	781.788	10752.5	1425.2	239888	0.0467626	4.92372e-14	17.477
227147	0	316121	0	2214.12	0	2210.56	1.94396e+06	34901.5	241971	1.20013e+06	235854	466959	92171	43221.3	13427.7	20406.7	28543	0	312871	789.89	10944.7	1442.82	239888	0.0503597	4.91693e-14	17.6309
227147	0	319369	0	2058.6	0	2152.66	1.94245e+06	34396.9	241558	1.20013e+06	235007	466372	93630.2	43495.5	13692.5	20562.2	29572.6	0	316104	797.993	11119.9	1460.44	239888	0.0521583	5.89223e-14	17.7885
227147	0	322496	0	1973.87	0	2205.85	1.94101e+06	33948.7	241148	1.20013e+06	234218	465785	94914.8	43699.5	13860.8	20646.9	30568.3	0	319247	806.096	11339.2	1478.07	239888	0.0521583	5.88447e-14	17.9337
227147	0	325494	0	1921.51	0	2070.47	1.93885e+06	33193	240344	1.20013e+06	232794	465189	96943.3	43963.9	14112.4	20699.3	32280.1	0	322300	814.198	11493.2	1495.71	239888	0.0521583	5.87705e-14	18.0809
228014	0	328453	0	1949.87	0	2012.47	1.93731e+06	33105.7	239479	1.20013e+06	231988	464593	99130.3	44220.3	14383.5	20817.6	34092.4	0	325238	822.301	11667.8	1513.35	239890	0.0521583	6.84554e-14	18.1988
236104	0	331500	0	2611.43	0	2203.56	1.94305e+06	39399.6	239497	1.20013e+06	238298	464020	100206	44395.8	14592.8	21510	34300.7	0	328489	830.404	12254.6	1531	239890	0.0593525	7.78705e-14	18.4873
236104	0	334653	0	2111.46	0	2186.73	1.94176e+06	38918.8	239274	1.20013e+06	237632	463442	101747	44700.5	14796.8	22009.9	35036.5	0	331689	838.506	12470.5	1548.65	239890	0.0611511	3.8884e-14	18.6466
236393	0	337829	0	1962.97	0	2095.76	1.94e+06	38330.3	238687	1.20013e+06	236556	462855	103764	45088.9	15082.8	22207.3	36468.2	0	334844	846.609	12627.2	1566.31	239892	0.057554	3.88278e-14	18.7821
238128	0	340873	0	1938	0	2173.07	1.94046e+06	39427.1	238623	1.20013e+06	237599	462285	104717	45355.5	15268	22525.5	36836.4	0	337962	854.712	12946.2	1583.97	239892	0.0611511	3.87506e-14	18.9473
238128	0	343811	0	1709.58	0	2199.45	1.93927e+06	39009.5	238419	1.20013e+06	237012	461711	105861	45585.9	15387.5	22753.9	37521.6	0	341025	862.814	13199.8	1601.64	239894	0.0611511	5.80549e-14	19.0985
240730	0	346485	0	1845.94	0	2145.82	1.94061e+06	40887.4	238432	1.20013e+06	238901	461158	106569	45778.5	15506.6	23057.4	37733	0	344046	870.917	13594.2	1619.31	239909	0.0611511	5.79279e-14	19.2662
243907	1.35525e-14	349146	0	1880.87	0	2115.3	1.94196e+06	42972.6	238257	1.20013e+06	240840	460607	107928	46011.6	15639.2	23559.6	38356.9	0	347022	879.02	13993.4	1636.98	239935	0.0629496	5.7788e-14	19.459
243907	0	351905	0	1672.24	0	2068.97	1.93977e+06	41969	237635	1.20013e+06	239321	460036	110120	46382.6	15792.4	23768.3	39969.4	0	349878	887.122	14179.8	1654.66	239953	0.0629496	6.73425e-14	19.599
243907	0	354613	0	1605.13	0	2110.59	1.93877e+06	41651.1	237520	1.20013e+06	238908	459468	110891	46634.3	15899.1	23835.4	40421.1	0	352727	895.225	14451.2	1672.35	239960	0.0629496	6.72672e-14	19.7132
243907	0	357304	0	1461.31	0	2033.56	1.93598e+06	40395.5	236575	1.20013e+06	236867	458880	113642	47006.2	16055.6	23979.2	42656.7	0	355512	903.328	14607.3	1690.04	239970	0.0593525	6.71926e-14	19.8429
243907	0	359892	0	1351.14	0	1882.64	1.93252e+06	38806	235306	1.20013e+06	234223	458276	117100	47467.7	16286.8	24089.4	45542.9	0	358127	911.43	14696.5	1707.73	239971	0.044964	6.7121e-14	19.9666
244197	0	362407	0	1309.34	0	1913.95	1.93022e+06	37996.6	234409	1.20013e+06	232669	457682	119542	47785.7	16448.1	24180.1	47576.5	0	360630	919.533	14859.7	1725.42	239973	0.0539568	2.8733e-14	20.059
259509	0	365071	0	3430.94	0	2055.5	1.94187e+06	50076.3	234517	1.20013e+06	244838	457144	120107	48113.5	16744.3	24399	47594.6	0	363824	927.636	15809.8	1743.12	240002	0.0647482	4.75367e-14	20.477
259509	0	367647	0	2401.03	0	1990.31	1.94015e+06	49087.5	234311	1.20013e+06	243678	456620	122606	48798.3	16900.6	25428.9	48378.6	0	366551	935.738	16033.9	1760.82	240057	0.0665468	6.64815e-14	20.6444
259509	0	370066	0	2132.01	0	1943.1	1.93818e+06	48085.8	233920	1.20013e+06	242352	456047	124599	49355.7	17034	25698	49545.3	0	369117	943.841	16249.8	1778.52	240065	0.0665468	3.7952e-14	20.7687
259509	0	372344	0	1929.35	0	1784.15	1.93568e+06	46750.6	233337	1.20013e+06	240533	455467	127130	50065.2	17239.6	25900.6	51164.5	0	371511	951.944	16393.7	1796.22	240071	0.0611511	4.7396e-14	20.892
259509	0	374502	0	1765.25	0	1758.42	1.93249e+06	45099.5	232392	1.20013e+06	238096	454873	130321	50642.4	17385.6	26064.7	53613.9	0	373704	960.046	16531.7	1813.93	240072	0.0611511	6.62961e-14	21.0045
259509	0	376627	0	1628.08	0	1786.3	1.93023e+06	44041.1	231772	1.20013e+06	236523	454292	132493	51074.6	17506.9	26201.9	55216.2	0	375897	968.149	16731.2	1831.64	240075	0.0647482	5.67762e-14	21.1024
260375	0	378814	0	1625.03	0	1796.78	1.92763e+06	43119.8	230683	1.20013e+06	234698	453699	135766	51535.1	17641.7	26351.3	57879.9	0	378129	976.252	16903.6	1849.35	240085	0.0647482	7.56078e-14	21.204
260375	0	381081	0	1504.09	0	1828.07	1.92452e+06	41648.3	229642	1.20013e+06	232362	453105	138829	51954.1	17767.6	26472.3	60402.8	0	380394	984.354	17041.9	1867.06	240089	0.0611511	5.66537e-14	21.2919
260375	0	383351	0	1401.89	0	1875.09	1.9225e+06	40801.6	229047	1.20013e+06	231021	452525	140721	52263.4	17876.3	26574.5	61882.7	0	382733	992.457	17248.5	1884.78	240093	0.0647482	4.7168e-14	21.3702
260375	0	385437	0	1313.68	0	1637.49	1.91878e+06	39001.2	227724	1.20013e+06	228122	451924	144454	52785.1	18109.5	26662.7	65006.2	0	384894	1000.56	17301.3	1902.49	240096	0.0305755	4.71281e-14	21.4665
260375	0	387220	0	1243.32	0	1411.65	1.91476e+06	37087.1	226231	1.20013e+06	224968	451319	148480	53294.9	18376.1	26733	68452.5	0	386685	1008.66	17332.4	1920.21	240097	0.0251799	6.59318e-14	21.5501
261242	0	388779	0	1303.97	0	1255.74	1.91128e+06	35845.3	224597	1.20013e+06	222369	450711	152709	53728.4	18647.2	26819	72161.7	0	388183	1016.76	17368.7	1937.93	240103	0.0233813	4.7048e-14	21.6259
266442	0	390241	0	1796.33	0	1418.99	1.91428e+06	39715.3	224301	1.20013e+06	225993	450140	154067	53914.6	18770.8	27205.7	72946.6	0	389695	1024.87	17688.6	1955.65	240105	0.0485612	3.75373e-14	21.7456
288105	0	391724	0	3764.61	0	1774.05	1.9302e+06	55913.1	224550	1.20013e+06	242398	449608	156473	54160.2	18908.3	28404.6	73908.5	0	392052	1032.97	19037.6	1973.37	240148	0.0791367	4.6488e-14	22.1495
295905	0	393497	0	3983.31	0	1810.54	1.93462e+06	58422.1	226891	1.20013e+06	246851	449179	158874	54749.8	19026.8	29504.3	74619.6	0	394421	1041.07	19770.3	1991.1	240289	0.0845324	5.55731e-14	22.3283
296194	0	395409	0	3343.19	0	1658.81	1.93077e+06	55973.3	226020	1.20013e+06	243679	448648	163512	55702.9	19172.5	30193.3	77616	0	396474	1049.18	19886.8	2008.82	240351	0.0557554	7.40326e-14	22.415
296194	0	397392	0	2987.86	0	1632.55	1.92491e+06	52292.8	224453	1.20013e+06	238697	448039	169651	56610.6	19314.2	30548.7	82492	0	398405	1057.28	19933.2	2026.55	240352	0.0251799	4.6234e-14	22.5127
297061	0	399358	0	2818.6	0	1539.08	1.92093e+06	50116.4	223246	1.20013e+06	235518	447442	174568	57622.5	19547.5	30864.6	86081.3	0	400322	1065.38	20006.6	2044.28	240357	0.0323741	5.54184e-14	22.6199
297061	0	401255	0	2634.98	0	1461.73	1.9161e+06	47231.8	221902	1.20013e+06	231517	446842	179515	58546.4	19795	31048.2	89920.3	0	402108	1073.48	20047.1	2062.01	240359	0.0251799	5.53767e-14	22.7178
297061	0	403135	0	2459.45	0	1418.59	1.91158e+06	44656.6	220555	1.20013e+06	227824	446244	184149	59293.5	20058.7	31223.7	93631.9	0	403820	1081.59	20082.5	2079.74	240360	0.0251799	6.45581e-14	22.8061
297061	0	404942	0	2300.03	0	1430.05	1.90729e+06	42350.7	219166	1.20013e+06	224364	445646	188532	59800.1	20272.8	31383.1	97349.2	0	405462	1089.69	20126.1	2097.47	240362	0.0251799	6.45119e-14	22.8716
297061	0	406343	0	2159.24	0	1172.78	1.90197e+06	39475.1	217328	1.20013e+06	219962	445037	193963	60323.5	20553.9	31523.9	102116	0	406865	1097.79	20132.9	2115.2	240364	0.00899281	6.44761e-14	22.9342
297061	0	407656	0	2036.8	0	1113.61	1.89689e+06	36866	215472	1.20013e+06	215811	444427	199122	60716.8	20780.3	31646.3	106759	0	408040	1105.89	20145.4	2132.93	240366	0.0125899	3.68244e-14	22.9881
297061	0	408896	0	1919.88	0	1076.65	1.89231e+06	34622.7	213733	1.20013e+06	212124	443822	203783	61066.4	20999	31763.3	110953	0	409134	1114	20162.6	2150.66	240367	0.0125899	5.52095e-14	23.0418
297350	0	410095	0	1860.38	0	1016	1.88878e+06	33124.1	212296	1.20013e+06	209432	443228	207609	61372.5	21252.3	31871.6	114364	0	410185	1122.1	20189.8	2168.39	240375	0.0161871	6.43732e-14	23.0931
298507	0	411291	0	1906.25	0	1072.02	1.88742e+06	33159.2	211474	1.20013e+06	208785	442654	209969	61591.5	21452.3	32021.3	116356	0	411227	1130.2	20274.3	2186.12	240381	0.0233813	5.51258e-14	23.1475
298507	0	412447	0	1788.9	0	965.543	1.88438e+06	31843.4	210337	1.20013e+06	206525	442072	213062	61879.5	21737.4	32138.6	119044	0	412256	1138.3	20308.1	2203.86	240383	0.0233813	4.59173e-14	23.1954
301109	0	413574	0	1999.74	0	1169.81	1.88545e+06	33741	210063	1.20013e+06	208194	441517	214173	61976.9	21827.4	32367.6	119828	0	413292	1146.41	20494.3	2221.59	240386	0.0269784	5.50198e-14	23.2649
301398	0	414634	0	1876.33	0	1151	1.88294e+06	32857.3	209013	1.20013e+06	206439	440939	216970	62125.1	21934.7	32539.9	122305	0	414383	1154.51	20595.5	2239.32	240392	0.0305755	3.66604e-14	23.3074
301398	0	415547	0	1752.53	0	934.512	1.87964e+06	31433.7	207723	1.20013e+06	203944	440355	220325	62347.7	22152.4	32663.7	125313	0	415354	1162.61	20636.1	2257.05	240394	0.0251799	5.49708e-14	23.3457
301687	0	416370	0	1677.45	0	772.51	1.87651e+06	30241.3	206375	1.20013e+06	201632	439768	223758	62569.7	22410.5	32787.7	128401	0	416130	1170.72	20668.5	2274.79	240400	0.0251799	5.49468e-14	23.382
302554	0	416988	0	1686.74	0	840.852	1.87613e+06	30717	206076	1.20013e+06	201859	439213	224794	62637.3	22494.6	32925	129231	0	416789	1178.82	20843.9	2292.52	240401	0.0323741	3.66098e-14	23.4086
302554	0	417589	0	1575.86	0	697.431	1.87263e+06	29269.5	204611	1.20013e+06	199195	438624	228341	62776.8	22680.8	33035.9	132529	0	417403	1186.92	20882.5	2310.24	240401	0.0251799	5.49017e-14	23.4309
340107	0	418808	0	4177.05	0	1487.69	1.9021e+06	58319.7	205589	1.20013e+06	229058	438064	232285	62882.2	22895.8	35358.8	134044	0	419148	1195.02	22395.8	2327.97	240407	0.0755396	3.60518e-14	23.6544
340107	0	420171	0	4108.45	0	1192.78	1.89578e+06	53737.5	204335	1.20013e+06	223434	437578	238620	64488.7	23158.7	35427.4	138704	0	420590	1203.13	22425.1	2345.7	240508	0.0251799	7.20656e-14	23.7565
340107	0	421468	0	3795.79	0	1080.3	1.88913e+06	49264.8	202754	1.20013e+06	217649	436980	245547	65757.7	23415.1	35740	144049	0	421772	1211.23	22436.6	2363.42	240508	0.0125899	5.40221e-14	23.8476
340107	0	422568	0	3457.31	0	1095.54	1.88407e+06	46152.1	201396	1.20013e+06	213408	436391	250876	66442.7	23546.3	36078.5	148355	0	422787	1219.33	22480	2381.14	240508	0.0215827	4.49993e-14	23.9032
340107	0	423469	0	3217.21	0	965.589	1.87945e+06	43412.7	200105	1.20013e+06	209596	435806	255662	67079.4	23714.3	36318.6	152264	0	423712	1227.43	22524.4	2398.86	240508	0.0233813	3.59869e-14	23.9507
340396	0	424254	0	3061.21	0	862.931	1.87694e+06	42167.7	199401	1.20013e+06	207766	435242	258504	67568.6	23896.8	36523.5	154412	0	424525	1235.54	22614.7	2416.58	240511	0.0269784	5.39579e-14	23.9884
