Precip(m3)	SWE(m3)	BCSurf(m3)	BCGW(m3)	Canopy(m3)	Surface(m3)	Channel(m3)	SoilW(m3)	SoilL1(m3)	SoilL2(m3)	SoilL3(m3)	RZW(m3)	GW(m3)	ET(m3)	EvapS(m3)	EvapC(m3)	EvapI(m3)	EvapT(m3)	Leakage(m3)	SrfOut(m3)	GWOut(m3)	SrftoCh	GWtoCh	Rchrge	SatExt	MBErr	2H_MBE
340685	0	424889	0	2861.14	0	842.735	1.8755e+06	41645.5	199032	1.20013e+06	206938	434693	260262	67859	24003.4	36772.4	155631	0	425237	1243.64	22760.2	2434.3	240512	0.0305755	4.49489e-14	24.0142
345889	0	425536	0	3288.62	0	919.772	1.87903e+06	45711.3	199035	1.20013e+06	211007	434158	261139	68084.9	24115	37224.7	155830	0	426053	1251.74	23099.7	2452.02	240512	0.044964	6.27866e-14	24.1053
365241	0	426349	0	5987.26	0	1438.3	1.89368e+06	58412.8	201472	1.20013e+06	225731	433672	261832	68271.7	24187.9	37625	155935	0	427575	1259.84	24381.8	2469.73	240559	0.0809353	7.1203e-14	24.382
365241	0	427169	0	4278.15	0	1061.79	1.88873e+06	54925.8	200445	1.20013e+06	221392	433232	268393	69115.1	24335.4	39334.1	159944	0	428717	1267.95	24457.9	2487.44	240694	0.0377698	5.33855e-14	24.4328
365241	0	428011	0	3882.07	0	866.634	1.88239e+06	50637.2	198984	1.20013e+06	215890	432644	275086	70242.8	24536.8	39730.2	165113	0	429586	1276.05	24473.2	2505.15	240694	0.0161871	4.44736e-14	24.5057
365241	0	428743	0	3573.28	0	834.024	1.87878e+06	48413.7	198160	1.20013e+06	212982	432082	278906	70930.7	24680.6	40039	167936	0	430297	1284.15	24545.9	2522.86	240694	0.0269784	4.44612e-14	24.543
365241	0	429220	0	3281.89	0	657.032	1.87429e+06	45666.7	196982	1.20013e+06	209257	431508	283626	71532.7	24835.4	40330.4	171763	0	430858	1292.26	24589.9	2540.56	240694	0.0269784	3.55625e-14	24.5664
365530	0	429551	0	3049.2	0	581.924	1.87188e+06	44461	196333	1.20013e+06	207512	430956	286409	71927.4	24936.7	40611.9	173870	0	431302	1300.36	24710.8	2558.27	240696	0.0305755	5.33311e-14	24.5822
365530	0	429847	0	2820.28	0	455.471	1.86781e+06	42106.3	195189	1.20013e+06	204207	430387	290631	72420.4	25080.2	40840.8	177370	0	431646	1308.46	24759	2575.97	240696	0.028777	4.44375e-14	24.6061
365530	0	430127	0	2607.04	0	401.947	1.8646e+06	40356.2	194291	1.20013e+06	201712	429829	293950	72825.1	25227.8	41054.1	180071	0	431923	1316.56	24832.9	2593.66	240696	0.0305755	5.33194e-14	24.6252
367843	0	430286	0	2715.74	0	314.174	1.86372e+06	40783	193531	1.20013e+06	201507	429277	296872	73216.7	25391.6	41336.4	182319	0	432166	1324.67	24974.6	2611.36	240699	0.0359712	5.32691e-14	24.6754
367843	0	430387	0	2507.36	0	43.4758	1.85906e+06	38092.7	192137	1.20013e+06	197659	428705	301709	73810.8	25655.3	41544.8	186353	0	432295	1332.77	24977.5	2629.05	240699	0.00539568	2.66335e-14	24.7092
381707	0	430516	0	3569.46	0	320.189	1.86856e+06	48514.4	191746	1.20013e+06	207756	428167	304480	74075	25839.2	42826.3	187579	0	432492	1340.87	25487.9	2646.74	240701	0.0557554	6.18151e-14	24.8873
381707	0	430631	0	3194.64	0	249.313	1.86464e+06	46087.3	190804	1.20013e+06	204547	427621	308668	74620.1	25957.7	43201.1	190847	0	432654	1348.97	25565.2	2664.43	240714	0.0377698	5.2982e-14	24.9048
381996	0	430708	0	2940.31	0	162.329	1.86116e+06	44110.3	189858	1.20013e+06	201784	427063	312588	75149.6	26097.1	43504.3	193934	0	432775	1357.08	25644.4	2682.11	240718	0.0395683	4.41456e-14	24.9297
381996	0	430731	0	2716.64	0	5.98741	1.85608e+06	41015.9	188447	1.20013e+06	197518	426491	317857	75804.7	26245.4	43728	198325	0	432828	1365.18	25649.3	2699.79	240718	0.00719424	4.41452e-14	24.9558
383151	0	430733	0	2672.5	0	-4.82809e-16	1.85298e+06	39661.7	187264	1.20013e+06	195181	425931	322100	76249.3	26296.2	43967.4	201883	0	432832	1373.28	25678.2	2717.47	240723	0.0179856	5.2951e-14	24.9822
383151	0	430733	0	2471.02	0	3.89635e-16	1.84926e+06	37597.5	186164	1.20013e+06	192203	425373	325970	76670.7	26341.3	44168.8	205130	0	432833	1381.38	25706	2735.14	240723	0.0197842	6.17761e-14	25.0023
384018	0	430734	0	2403.65	0	-7.11508e-16	1.84697e+06	36756.3	185265	1.20013e+06	190616	424823	329105	76994.1	26420.2	44382.8	207729	0	432836	1389.49	25769.7	2752.81	240727	0.0233813	4.41113e-14	25.0299
384018	0	430734	0	2219.88	0	7.14337	1.84542e+06	36109.1	184895	1.20013e+06	189661	424292	330704	77220.4	26525.9	44566.6	208917	0	432848	1397.59	25877.4	2770.48	240727	0.028777	4.41113e-14	25.0376
393549	0	430734	0	3026.22	0	204.847	1.85189e+06	43361.6	184638	1.20013e+06	196700	423768	332518	77362.7	26646.4	45371.5	209784	0	432961	1405.69	26290.8	2788.15	240728	0.0503597	3.51621e-14	25.2093
395572	0	430734	0	2920.88	0	205.582	1.85129e+06	43801.4	184122	1.20013e+06	196712	423241	334999	77596	26744.8	45818.7	211585	0	433104	1413.8	26514.7	2805.81	240739	0.057554	1.75676e-14	25.2312
395572	0	430734	0	2637.49	0	87.6347	1.84773e+06	41737	183169	1.20013e+06	193856	422696	338747	77943.7	26853.9	46102.1	214701	0	433202	1421.9	26586.6	2823.47	240746	0.0341727	3.51352e-14	25.2514
395572	0	430734	0	2413.12	0	16.9907	1.84413e+06	39694	182160	1.20013e+06	190975	422144	342497	78315.8	26951	46326.4	217855	0	433246	1430	26639.3	2841.13	240746	0.0305755	6.14867e-14	25.2728
395572	0	430734	0	2227.42	0	5.33512	1.84091e+06	37964.9	181226	1.20013e+06	188470	421596	345803	78607.8	27031.5	46512.1	220683	0	433261	1438.1	26705.1	2858.78	240746	0.0305755	4.3919e-14	25.2886
395572	0	430734	0	2080.64	0	-4.15046e-16	1.83616e+06	35300.8	179699	1.20013e+06	184537	421031	350678	78973	27054.7	46658.9	225046	0	433263	1446.21	26707.6	2876.43	240746	0.00539568	2.63514e-14	25.3084
405106	0	430734	0	2937.43	0	147.499	1.84249e+06	42450.7	179397	1.20013e+06	191437	420511	352633	79158.1	27210.5	47413.8	226061	0	433344	1454.31	27074.3	2894.07	240748	0.057554	3.50093e-14	25.526
410304	0	430734	0	3117.07	0	224.466	1.84406e+06	45125.6	178804	1.20013e+06	193619	419998	355716	79458.1	27344.2	48113	228145	0	433494	1462.41	27417.1	2911.71	240769	0.0629496	5.24115e-14	25.6791
410304	0	430734	0	2786.53	0	191.926	1.84205e+06	44012.4	178419	1.20013e+06	192186	419492	357849	79723	27431.4	48443.5	229683	0	433632	1470.51	27592	2929.35	240787	0.0683453	5.24115e-14	25.6832
410304	0	430734	0	2536.78	0	83.0311	1.83804e+06	41624	177340	1.20013e+06	188902	418944	362036	80054	27525.2	48693.2	233288	0	433718	1478.62	27645.9	2946.99	240789	0.0305755	5.24115e-14	25.6905
421280	0	430734	0	3341.54	0	305.029	1.84367e+06	48526.2	176596	1.20013e+06	195186	418420	365963	80376.4	27691.9	49743.8	235843	0	433930	1486.72	28228.5	2964.62	240803	0.0719424	6.0896e-14	25.8813
421280	0	430734	0	2985.9	0	153.588	1.84063e+06	46558.4	176001	1.20013e+06	192724	417939	369232	80902.4	27811.3	50099.5	238230	0	434084	1494.82	28333.4	2982.25	240853	0.0521583	4.34972e-14	25.8947
421280	0	430734	0	2715.89	0	37.516	1.83665e+06	44050.4	175072	1.20013e+06	189445	417397	373401	81452.6	27924.7	50369.5	241579	0	434159	1502.92	28387.8	2999.87	240854	0.0305755	4.34972e-14	25.9201
421280	0	430734	0	2490.93	0	1.5406	1.83274e+06	41656.3	174101	1.20013e+06	186244	416855	377468	81965.2	27998.6	50594.4	244908	0	434179	1511.03	28428	3017.49	240854	0.028777	4.34972e-14	25.9446
423593	0	430734	0	2582.62	0	28.5737	1.83185e+06	41975.5	173418	1.20013e+06	185996	416327	380411	82308.5	28111.3	50893.7	247209	0	434201	1519.13	28571.8	3035.11	240858	0.0395683	3.47677e-14	25.9965
423593	0	430734	0	2370.83	0	5.1669e-16	1.82782e+06	39562.9	172348	1.20013e+06	182695	415785	384598	82764.9	28172.5	51105.5	250728	0	434209	1527.23	28595	3052.73	240858	0.0197842	4.34596e-14	26.0139
423593	0	430734	0	2189.51	0	7.67382	1.82529e+06	38212.2	171689	1.20013e+06	180797	415261	387208	83031.1	28256.6	51286.8	252890	0	434215	1535.34	28675.1	3070.33	240859	0.0305755	3.47677e-14	26.0222
427925	0	430734	0	2529.9	0	90.4402	1.8272e+06	40973.2	171350	1.20013e+06	183276	414752	389010	83262.9	28388	51678.9	254068	0	434269	1543.44	28925.7	3087.94	240861	0.0503597	2.60337e-14	26.0904
428215	0	430734	0	2323.8	0	16.3424	1.82406e+06	39249.1	170467	1.20013e+06	180819	414220	392568	83629.4	28494.4	51933.8	257004	0	434305	1551.54	28976.7	3105.54	240867	0.0305755	4.33848e-14	26.1067
428215	0	430734	0	2139.38	0	7.41154e-16	1.82056e+06	37245.3	169499	1.20013e+06	178011	413686	396206	84003.4	28546.8	52118.3	260085	0	434312	1559.64	29002.5	3123.14	240868	0.0215827	3.47078e-14	26.1197
428215	0	430734	0	1988.44	0	-4.82809e-16	1.81806e+06	35932.3	168834	1.20013e+06	176146	413165	398771	84313.2	28621.4	52269.2	262189	0	434315	1567.75	29061.9	3140.73	240869	0.0269784	4.33848e-14	26.1345
428215	0	430734	0	1847.44	0	1.94818e-16	1.81508e+06	34361.3	167957	1.20013e+06	173847	412637	401825	84593.1	28675.3	52410.2	264821	0	434316	1575.85	29099.5	3158.32	240870	0.0269784	3.47078e-14	26.1489
428215	0	430734	0	1731.85	0	-4.15046e-16	1.81218e+06	32860.5	167082	1.20013e+06	171619	412112	404793	84881.6	28716.1	52525.8	267385	0	434317	1583.95	29123.4	3175.91	240871	0.0215827	4.33848e-14	26.1636
428215	0	430734	0	1630.04	0	9.31736e-17	1.80908e+06	31272.6	166095	1.20013e+06	169212	411585	407960	85150.4	28742.7	52627.6	270182	0	434317	1592.05	29132.9	3193.49	240873	0.00899281	3.47078e-14	26.1773
432261	0	430734	0	2037.49	0	52.7468	1.81112e+06	34114.7	165795	1.20013e+06	171804	411086	409350	85291.8	28863.1	52904.1	271154	0	434343	1600.16	29314.1	3211.07	240876	0.0305755	5.19833e-14	26.2064
432839	0	430734	0	1930.15	0	47.7388	1.81044e+06	34155.3	165566	1.20013e+06	171655	410589	410555	85461.4	28980.8	53109.2	271985	0	434387	1608.26	29453.4	3228.64	240879	0.0341727	4.33101e-14	26.2179
432839	0	430734	0	1784.6	0	8.20109	1.80862e+06	33320.7	165090	1.20013e+06	170425	410084	412411	85678.4	29088.8	53254.8	273478	0	434416	1616.36	29533.4	3246.21	240881	0.0341727	4.33101e-14	26.2296
432839	0	430734	0	1666.29	0	5.42101e-16	1.80575e+06	31873.1	164189	1.20013e+06	168229	409563	415348	85893.3	29135.5	53373.1	276082	0	434420	1624.46	29558.1	3263.78	240882	0.0215827	3.46481e-14	26.2406
432839	0	430734	0	1565.49	0	2.5411e-16	1.80293e+06	30471.7	163287	1.20013e+06	166078	409044	418232	86125.7	29166	53473.9	278633	0	434420	1632.57	29571.5	3281.34	240884	0.0143885	5.19721e-14	26.2517
432839	0	430734	0	1477.02	0	1.01644e-16	1.80039e+06	29254.2	162475	1.20013e+06	164187	408532	420825	86348	29194.1	53562.4	280915	0	434421	1640.67	29582.5	3298.9	240886	0.0125899	4.33101e-14	26.2605
432839	0	430734	0	1401.23	0	-6.77626e-16	1.79852e+06	28446.4	161915	1.20013e+06	162914	408031	422710	86544.7	29244.4	53638.2	282528	0	434422	1648.77	29616.3	3316.45	240888	0.0179856	3.46481e-14	26.2682
455365	0	430734	0	2963.73	0	272.938	1.81561e+06	46327.6	161613	1.20013e+06	180544	407541	425880	86700.6	29457.1	55714.8	283465	0	434634	1656.88	30296.4	3334	240892	0.0503597	4.29502e-14	26.4847
455365	0	430734	0	2935.71	0	74.0758	1.81203e+06	43869.6	160982	1.20013e+06	177562	407049	429400	87399.6	29610.5	55742.8	286258	0	434760	1664.98	30359.2	3351.55	240916	0.0323741	4.29502e-14	26.5137
455365	0	430734	0	2721.57	0	-3.38813e-17	1.80725e+06	40687.1	159919	1.20013e+06	173497	406520	434361	88141.9	29676.2	55956.9	290262	0	434789	1673.08	30362.2	3369.09	240918	0.00539568	2.57701e-14	26.5473
455365	0	430734	0	2531.63	0	5.50571e-17	1.80284e+06	37868.2	158854	1.20013e+06	169793	405994	438933	88770.2	29695.6	56146.9	294016	0	434789	1681.18	30364.4	3386.63	240921	0.00539568	4.29502e-14	26.5796
455365	0	430734	0	2364.57	0	1.35525e-16	1.79916e+06	35651.3	157903	1.20013e+06	166787	405475	442752	89230.9	29721.2	56313.9	297207	0	434789	1689.29	30372.9	3404.16	240923	0.00719424	3.43601e-14	26.6033
464033	0	430734	0	3144.39	0	79.7886	1.80498e+06	42186	157677	1.20013e+06	173134	404991	444565	89434.9	29851.2	56999.4	298131	0	434823	1697.39	30598.4	3421.69	240927	0.0341727	3.42506e-14	26.64
472120	0	430734	0	3499.29	0	201.005	1.80922e+06	47342.4	157251	1.20013e+06	177936	404495	447680	89746.1	29980.5	58011.6	299922	0	434947	1705.49	30956.1	3439.21	240931	0.0521583	3.4149e-14	26.6963
472120	0	430734	0	3179.18	0	13.5749	1.80431e+06	43873	156315	1.20013e+06	173690	403991	452872	90621.5	30122.9	58331.7	303919	0	435020	1713.59	30966.4	3456.73	240951	0.0107914	5.12236e-14	26.737
472120	0	430734	0	2919.42	0	-8.47033e-17	1.8005e+06	41361.7	155525	1.20013e+06	170523	403480	456894	91235.7	30173	58591.4	307067	0	435026	1721.7	30991.3	3474.24	240954	0.0161871	3.4149e-14	26.7609
473566	0	430734	0	2866.85	0	74.4311	1.80064e+06	42075.1	155427	1.20013e+06	171155	403005	458068	91488.6	30252.5	58888.4	307691	0	435047	1729.8	31149	3491.75	240958	0.0341727	4.26637e-14	26.7822
489747	0	430734	0	4382.78	0	462.606	1.81194e+06	53630.8	155634	1.20013e+06	182882	402545	460593	91791.7	30392.9	60074.1	308727	0	435349	1737.9	31961.7	3509.26	240982	0.0647482	4.24122e-14	27.048
489747	0	430734	0	3761.73	0	173.457	1.80735e+06	50172.6	154943	1.20013e+06	178850	402108	465730	92715.4	30540.9	60695.1	312320	0	435552	1746	32005.7	3526.76	241058	0.0251799	5.08946e-14	27.077
489747	0	430734	0	3411.87	0	6.9493	1.80232e+06	46500.7	154097	1.20013e+06	174476	401597	471077	93862.6	30659.6	61045	316169	0	435624	1754.11	32012.9	3544.26	241061	0.00719424	3.39297e-14	27.1159
494369	0	430734	0	3812.02	0	111.899	1.80503e+06	49706.7	154064	1.20013e+06	177654	401129	472321	94284.5	30766.6	61426.1	316610	0	435677	1762.21	32260	3561.76	241064	0.0521583	5.08091e-14	27.1557
494947	0	430734	0	3420.63	0	39.4105	1.80264e+06	48194.7	153666	1.20013e+06	175812	400648	475556	95021.3	30898.2	61915.3	318620	0	435734	1770.31	32358.6	3579.25	241076	0.0467626	3.38656e-14	27.1904
495236	0	430734	0	3160.07	0	9.64274	1.8004e+06	46785.1	153326	1.20013e+06	174119	400165	478217	95676.6	31011	62224.7	320316	0	435764	1778.42	32454.7	3596.73	241081	0.0431655	5.0793e-14	27.2192
495525	0	430734	0	2960.85	0	-1.82112e-16	1.79766e+06	45035.5	152821	1.20013e+06	171950	399676	481359	96288.3	31093.9	62472.8	322598	0	435774	1786.52	32520.2	3614.21	241087	0.0341727	4.23231e-14	27.2479
506798	0	430734	0	4170.88	0	327.167	1.80559e+06	53295	152935	1.20013e+06	180305	399235	482762	96671.6	31280.4	63168.4	322922	0	435979	1794.62	33221.3	3631.69	241113	0.0755396	4.21503e-14	27.5081
507666	0	430734	0	3650.35	0	230.493	1.80426e+06	52540.3	152750	1.20013e+06	179396	398841	485257	97277.3	31402.2	63835.5	324144	0	436173	1802.72	33422.9	3649.16	241198	0.0755396	5.05645e-14	27.5284
511134	0	430734	0	3607.93	0	270.493	1.80518e+06	53898.8	152759	1.20013e+06	180762	398393	487462	97785.7	31528	64464.2	325212	0	436384	1810.83	33782.7	3666.63	241226	0.0809353	3.36674e-14	27.5708
511134	0	430734	0	3429.9	0	149.959	1.80241e+06	51943.5	152405	1.20013e+06	178513	397936	490273	98397	31631.6	64642.2	327233	0	436526	1818.93	33890.2	3684.1	241256	0.0611511	4.20843e-14	27.5847
533375	0	430734	0	5920.08	0	893.227	1.81893e+06	60924.2	160323	1.20013e+06	194070	397553	491937	98718.2	31714.8	65456	327763	0	437263	1827.03	35436.3	3701.56	241341	0.0881295	5.84481e-14	27.9164
549837	0	430734	0	6574.19	0	965.355	1.83064e+06	63488.2	169566	1.20013e+06	204309	397459	494734	99323	31833.3	66718.9	328693	0	438362	1835.13	36708.2	3719.01	241720	0.0863309	4.98043e-14	28.2845
550126	0	430734	0	6004.82	0	437.34	1.82874e+06	61930.3	169562	1.20013e+06	202749	397115	497294	100292	31979.4	67337.2	329666	0	438940	1843.24	36886.3	3736.47	241848	0.0845324	4.97992e-14	28.319
553014	0	430734	0	5819.98	0	407.168	1.82961e+06	63033.8	169758	1.20013e+06	204015	396686	499071	100702	32056	68010.3	330359	0	439312	1851.34	37287.4	3753.92	241887	0.0881295	5.80393e-14	28.3654
564572	0	430734	0	6419	0	580.019	1.83559e+06	63662.8	175243	1.20013e+06	209199	396558	503179	101413	32194.9	69365	332401	0	439856	1859.44	38125.8	3771.36	242241	0.0899281	6.60587e-14	28.6255
568040	0	430734	0	6401.16	0	527.817	1.83706e+06	63601.2	177001	1.20013e+06	210598	396328	504712	101736	32253.4	69969.1	333007	0	440329	1867.54	38587.7	3788.8	242477	0.0899281	5.77304e-14	28.6467
568618	0	430734	0	6302.66	0	433.99	1.83669e+06	63556.5	177075	1.20013e+06	210614	395934	505415	102026	32304.9	70165.4	333224	0	440701	1875.65	38900.1	3806.24	242547	0.0917266	4.94731e-14	28.6661
568618	0	430734	0	5946.46	0	265.083	1.83436e+06	61887.6	176864	1.20013e+06	208770	395486	507916	102690	32400.5	70521.6	334705	0	440950	1883.75	39058.3	3823.68	242571	0.0845324	5.77186e-14	28.7053
568618	0	430734	0	5666.62	0	215.368	1.83266e+06	60756.5	176741	1.20013e+06	207537	395032	509678	103251	32487.2	70801.4	335625	0	441130	1891.85	39258.1	3841.11	242586	0.0863309	3.2982e-14	28.7366
568618	0	430734	0	5508.41	0	146.435	1.8302e+06	59029.9	176472	1.20013e+06	205586	394573	512127	103901	32584.4	70959.6	337266	0	441259	1899.96	39397.5	3858.53	242601	0.0773381	3.2982e-14	28.7623
568618	0	430734	0	5316.41	0	162.368	1.82806e+06	57615.8	176205	1.20013e+06	203951	394113	514262	104287	32653.4	71151.6	338823	0	441364	1908.06	39570.2	3875.96	242613	0.0845324	4.94731e-14	28.7618
568618	0	430734	0	5089.03	0	128.059	1.82581e+06	56061	175962	1.20013e+06	202194	393656	516567	104927	32754.3	71379	340261	0	441465	1916.16	39720.9	3893.38	242627	0.0845324	3.2982e-14	28.7896
568618	0	430734	0	4856.08	0	78.5521	1.82314e+06	54192.8	175626	1.20013e+06	200047	393189	519329	105621	32861.4	71612	342096	0	441542	1924.26	39837.6	3910.79	242637	0.0629496	4.12275e-14	28.8196
568618	0	430734	0	4818.06	0	47.7273	1.82025e+06	52190.9	175214	1.20013e+06	197703	392716	522122	106240	32964.2	71650	344232	0	441593	1932.37	39943.6	3928.2	242643	0.0521583	4.94731e-14	28.8371
568618	0	430734	0	4648.37	0	80.5553	1.81818e+06	50867.6	174937	1.20013e+06	196149	392252	524178	106675	33054.6	71819.7	345684	0	441641	1940.47	40096.9	3945.61	242649	0.0701439	3.2982e-14	28.8451
568618	0	430734	0	4518.1	0	125.254	1.81596e+06	49448.9	174591	1.20013e+06	194444	391788	526352	107011	33126.5	71949.9	347391	0	441700	1948.57	40255.5	3963.01	242659	0.0755396	3.2982e-14	28.8469
568618	0	430734	0	4461.54	0	100.249	1.81342e+06	47803.4	174165	1.20013e+06	192444	391321	528802	107446	33220.7	72006.5	349350	0	441768	1956.67	40375.3	3980.41	242669	0.0701439	4.12275e-14	28.8461
568618	0	430734	0	4344.36	0	65.2415	1.81103e+06	46291.1	173755	1.20013e+06	190592	390853	531173	107920	33324.7	72123.7	351129	0	441827	1964.78	40485.9	3997.8	242676	0.0629496	4.94731e-14	28.851
568618	0	430734	0	4188.11	0	0.263551	1.8088e+06	44846.4	173431	1.20013e+06	188878	390391	533479	108689	33430.4	72279.9	352510	0	441860	1972.88	40542.2	4015.19	242681	0.028777	4.12275e-14	28.8826
568618	0	430734	0	3913.06	0	18.3152	1.80737e+06	44068	173243	1.20013e+06	187943	389936	535025	109111	33537.4	72555	353359	0	441877	1980.98	40666.9	4032.58	242686	0.044964	4.12275e-14	28.9006
568618	0	430734	0	3680.72	0	4.08875	1.80553e+06	43009.9	172920	1.20013e+06	186617	389477	536980	109555	33644.7	72787.3	354638	0	441894	1989.08	40758.9	4049.96	242691	0.0431655	4.94731e-14	28.9166
568618	0	430734	0	3512.12	0	1.22124	1.80378e+06	42033.1	172597	1.20013e+06	185372	389019	538790	109950	33744.9	72955.9	355884	0	441904	1997.19	40849.3	4067.34	242696	0.0413669	4.12275e-14	28.9253
568618	0	430734	0	3326.09	0	36.3186	1.80242e+06	41361.5	172360	1.20013e+06	184503	388567	540180	110215	33842.1	73141.9	356823	0	441921	2005.29	40981	4084.71	242702	0.0467626	4.94731e-14	28.9275
568618	0	430734	0	3151.89	0	60.2135	1.80099e+06	40656.1	172086	1.20013e+06	183570	388117	541626	110451	33936.7	73316.2	357859	0	441951	2013.39	41112.7	4102.08	242710	0.0557554	3.2982e-14	28.9222
568618	0	430734	0	2993.06	0	98.5955	1.79962e+06	40009.6	171814	1.20013e+06	182698	387671	542975	110638	34017.6	73475	358862	0	441998	2021.5	41261.5	4119.44	242720	0.0593525	2.47365e-14	28.9102
568618	0	430734	0	2853.26	0	96.4783	1.79865e+06	39611.6	171681	1.20013e+06	182189	387232	543896	110867	34130.5	73614.8	359414	0	442068	2029.6	41425.2	4136.8	242731	0.0647482	4.12275e-14	28.9004
578152	0	430734	0	4330.59	0	507.152	1.80565e+06	46972.3	171722	1.20013e+06	189584	386830	544164	110984	34200.6	73749.1	359432	0	442368	2037.7	42188.2	4154.16	242770	0.0827338	4.10888e-14	29.1822
631298	0	430734	0	9221.91	0	1768.3	1.84939e+06	64331.3	195456	1.20013e+06	226654	389472	544583	111295	34366.3	73851.7	359436	0	445033	2045.8	46262.9	4171.54	245860	0.115108	4.03323e-14	30.6063
631298	0	430734	0	9024.61	0	793.253	1.84854e+06	63411.1	195672	1.20013e+06	225913	389325	545348	111781	34460.4	74049	359518	0	446190	2053.91	46521.5	4188.94	246163	0.0989209	4.83987e-14	30.6119
631298	0	430734	0	8285.06	0	429.749	1.84689e+06	62318.3	195556	1.20013e+06	224724	388888	547489	112253	34542.9	74788.5	360447	0	446707	2062.01	46739.9	4206.34	246183	0.0989209	3.22658e-14	30.6017
631298	0	430734	0	8011.68	0	332.095	1.84578e+06	61677.2	195515	1.20013e+06	224049	388457	548595	112599	34608.5	75061.9	360934	0	447012	2070.11	46995.3	4223.74	246204	0.0989209	4.03323e-14	30.5805
631298	0	430734	0	7765.85	0	337.744	1.84509e+06	61385.7	195545	1.20013e+06	223783	388033	549217	112835	34654.1	75307.7	361074	0	447261	2078.21	47278.4	4241.13	246228	0.0989209	4.03323e-14	30.5776
631876	0	430734	0	7603.88	0	382.761	1.84497e+06	61628.4	195599	1.20013e+06	224070	387614	549726	113015	34692.4	75567.4	361144	0	447524	2086.32	47606.8	4258.52	246255	0.0989209	4.03242e-14	30.5779
633611	0	430734	0	7897.12	0	454.738	1.84581e+06	62808.1	195675	1.20013e+06	225312	387204	549885	113166	34728.1	75567.4	361152	0	447845	2094.42	48018.3	4275.91	246290	0.0989209	4.836e-14	30.566
633611	0	430736	0	7895.26	0	382.942	1.84461e+06	62071.2	195622	1.20013e+06	224532	386786	550807	113447	34787.3	75569.3	361790	0	448139	2102.52	48280.5	4293.29	246323	0.0989209	4.03e-14	30.5288
637656	0	430736	0	8330.49	0	429.507	1.8465e+06	63397.3	196372	1.20013e+06	226480	386602	551983	113989	34902.4	75805.9	362188	0	448511	2110.62	48796.8	4310.68	246587	0.102518	4.02436e-14	30.6027
638234	0	430736	0	8041.21	0	318.48	1.84593e+06	63195.5	196397	1.20013e+06	226300	386212	553109	114576	35013.7	76192.9	362340	0	448811	2118.73	49079.9	4328.06	246642	0.100719	4.82827e-14	30.6259
638812	0	430736	0	7765.35	0	235.169	1.84522e+06	62896.2	196396	1.20013e+06	226000	385800	554390	115236	35141.2	76561.4	362593	0	449044	2126.83	49339.6	4345.44	246675	0.100719	4.02275e-14	30.6237
641124	0	430736	0	7978.15	0	336.556	1.84615e+06	63593	196905	1.20013e+06	227119	385528	555095	115650	35238.4	76729	362716	0	449297	2134.93	49773.9	4362.82	246846	0.104317	3.21563e-14	30.6297
644882	0	430736	0	7809.08	0	410.192	1.84808e+06	64053.8	198403	1.20013e+06	228824	385500	556507	116253	35379.1	77286.5	362968	0	449660	2143.04	50333.2	4380.2	247263	0.106115	5.62006e-14	30.692
650373	0	430736	0	8146.31	0	612.97	1.85162e+06	64237.3	201493	1.20013e+06	231574	385764	557349	116502	35435.8	77720.4	363126	0	450166	2151.14	51081.7	4397.58	247972	0.107914	5.60944e-14	30.7576
650373	0	430736	0	8118.23	0	439.924	1.85093e+06	63879	201537	1.20013e+06	231252	385389	557753	116844	35509.5	77744.6	363165	0	450569	2159.24	51368.3	4414.96	248040	0.104317	3.2054e-14	30.7616
650373	0	430736	0	7984.74	0	321.757	1.85012e+06	63452.5	201560	1.20013e+06	230845	384980	558409	117335	35606.6	77874.9	363199	0	450873	2167.34	51633.4	4432.34	248074	0.104317	3.2054e-14	30.7736
652683	1.10114e-15	430736	0	8088.64	0	437.474	1.85139e+06	64272.3	202263	1.20013e+06	232248	384732	558824	117591	35668.3	78007.6	363225	0	451205	2175.45	52125.3	4449.72	248267	0.106115	4.80427e-14	30.8129
652972	1.38913e-15	430736	0	7993.66	0	374.098	1.85101e+06	64239.8	202302	1.20013e+06	232248	384345	559255	117902	35747.4	78109.4	363244	0	451514	2183.55	52432.8	4467.1	248322	0.104317	2.4019e-14	30.7678
697456	0	430752	0	11677.8	0	1985.4	1.88717e+06	65019.3	227833	1.20013e+06	254231	394194	559374	117994	35787.6	78135.4	363244	0	454393	2191.65	56928.7	4484.59	258636	0.125899	5.51996e-14	32.1156
700058	0	430908	0	11796	0	1181.64	1.8889e+06	64611.9	228857	1.20013e+06	254674	395304	559508	118032	35799.9	78226.2	363249	0	455955	2199.75	57526.5	4502.11	260215	0.118705	6.30264e-14	32.2178
701215	0	431217	0	11758.4	0	913.824	1.8893e+06	64599.2	229271	1.20013e+06	255004	395304	559838	118241	35859	78336	363262	0	456928	2207.86	57964.2	4519.63	260685	0.118705	6.29952e-14	32.2293
702371	0	431580	0	11621.5	0	871.083	1.88957e+06	64610.2	229572	1.20013e+06	255266	395264	560400	118492	35920	78551.2	363356	0	457724	2215.96	58397.4	4537.15	261118	0.118705	5.50924e-14	32.2591
